iter	RMSE
129	84.05094348
130	83.9697503
131	83.88417601
132	83.78221389
133	83.72070065
134	83.69295055
135	83.57033352
136	83.45117816
137	83.3125999
138	83.23910822
139	83.14419259
140	83.07382437
141	83.01663175
142	82.93293112
143	82.88382409
144	82.80263035
145	82.7016331
146	82.60710408
147	82.47905744
148	82.42850378
149	82.34202662
150	82.2064325
151	82.16830333
152	82.14055782
153	82.07193306
154	81.9960303
155	81.8731824
156	81.84658852
157	81.76701746
158	81.65719284
159	81.63351392
160	81.5320602
161	81.47289646
162	81.41925248
163	81.37666636
164	81.28714725
165	81.24700444
166	81.17822712
167	81.13498481
168	81.07055439
169	80.98683161
170	80.96704744
171	80.92334251
172	80.86500825
173	80.83346523
174	80.79824897
175	80.751523
176	80.6781835
177	80.60067689
178	80.55472412
179	80.48865672
180	80.43125749
181	80.35650269
182	80.29188812
183	80.22264604
184	80.15740693
185	80.09507656
186	80.0242711
187	79.96157833
188	79.88520714
189	79.84623979
190	79.7832917
191	79.73642738
192	79.69828314
193	79.62688635
194	79.56748583
195	79.52608335
196	79.50974276
197	79.43332984
198	79.37980394
199	79.32637439
200	79.28084476
201	79.22325394
202	79.14103254
203	79.11997444
204	79.07162744
205	79.03992497
206	78.98502882
207	78.95026938
208	78.90312592
209	78.88741092
210	78.84612367
211	78.75212212
212	78.6632821
213	78.64611769
214	78.54521602
215	78.49928751
216	78.41200118
217	78.33557633
218	78.31619314
219	78.27317633
220	78.21419726
221	78.14594869
222	78.08007598
223	78.03056562
224	77.99805888
225	77.96157371
226	77.91693629
227	77.85676135
228	77.80790358
229	77.76332109
230	77.71747499
231	77.67366688
232	77.59002119
233	77.5737664
234	77.52483548
235	77.50210491
236	77.43246708
237	77.3773407
238	77.3420465
239	77.30085933
240	77.25005284
241	77.21529638
242	77.16953493
243	77.12757108
244	77.09053152
245	77.07181175
246	77.03308511
247	76.95148006
248	76.8900387
249	76.85015232
250	76.8132114
251	76.79440148
252	76.75387976
253	76.70655088
254	76.6520718
255	76.62670762
256	76.5827858
257	76.54507023
258	76.48366284
259	76.44639534
260	76.39750603
261	76.37953631
262	76.33440162
263	76.28755932
264	76.23685241
265	76.20550934
266	76.16319118
267	76.13758523
268	76.099989
269	76.03145138
270	75.97418845
271	75.93908012
272	75.90446875
273	75.8613367
274	75.79298151
275	75.7582493
276	75.72636007
277	75.69204843
278	75.64293056
279	75.6166163
280	75.5893893
281	75.54515688
282	75.50301856
283	75.47085126
284	75.4273598
285	75.39213302
286	75.34476058
287	75.31304076
288	75.24351685
289	75.20632751
290	75.1685621
291	75.1274038
292	75.10505278
293	75.07680904
294	75.02650176
295	74.96249496
296	74.9382916
297	74.90544285
298	74.87879876
299	74.83134968
300	74.79935065
301	74.75217524
302	74.69730614
303	74.66034673
304	74.62102803
305	74.57415914
306	74.55831132
307	74.51330879
308	74.47017028
309	74.42795587
310	74.37408379
311	74.32907837
312	74.30161048
313	74.27023196
314	74.22475365
315	74.1843803
316	74.14435186
317	74.12019879
318	74.04620996
319	73.99256398
320	73.98039531
321	73.91914705
322	73.86857328
323	73.82024698
324	73.77335969
325	73.74092929
326	73.68131682
327	73.65228188
328	73.62617518
329	73.57973127
330	73.53721777
331	73.49742027
332	73.43959827
333	73.39114139
334	73.36379323
335	73.31358742
336	73.28628176
337	73.23603431
338	73.19320194
339	73.15584831
340	73.11805478
341	73.07784437
342	73.03666162
343	73.00768244
344	72.95322253
345	72.93175152
346	72.91475936
347	72.89074134
348	72.8389578
349	72.80361142
350	72.76652872
351	72.71454891
352	72.69567338
353	72.65263842
354	72.62980835
355	72.57549753
356	72.53654576
357	72.50416728
358	72.46651074
359	72.42176698
360	72.39099009
361	72.35817642
362	72.32458958
363	72.31231383
364	72.27470278
365	72.23834734
366	72.2220659
367	72.19233889
368	72.15129579
369	72.12492672
370	72.08206226
371	72.04534789
372	71.99362125
373	71.96900616
374	71.94559853
375	71.92555338
376	71.90634343
377	71.84305241
378	71.80610088
379	71.7598935
380	71.72586727
381	71.70498714
382	71.65357273
383	71.59294017
384	71.56665093
385	71.53765344
386	71.47355297
387	71.41668398
388	71.3954564
389	71.36325659
390	71.32475547
391	71.31591487
392	71.29214427
393	71.28354991
394	71.22869642
395	71.20719475
396	71.15028868
397	71.10165944
398	71.09336068
399	71.04995972
400	71.01529802
401	70.97366192
402	70.96557998
403	70.94224483
404	70.90629949
405	70.89847054
406	70.8484677
407	70.79394333
408	70.75403326
409	70.74642706
410	70.71273944
411	70.69450483
412	70.6565561
413	70.61813649
414	70.58187199
415	70.54432199
416	70.51389692
417	70.47542605
418	70.45798567
419	70.43761714
420	70.37906357
421	70.37194471
422	70.35152235
423	70.29006193
424	70.24972638
425	70.22418037
426	70.21410365
427	70.19335907
428	70.14486803
429	70.12603605
430	70.10330126
431	70.0545328
432	70.03671109
433	70.00947034
434	69.98272331
435	69.95674824
436	69.92411653
437	69.89818477
438	69.86705981
439	69.84945409
440	69.81520795
441	69.77036289
442	69.73211659
443	69.69362523
444	69.68343834
445	69.65607697
446	69.60870336
447	69.56702082
448	69.52278457
449	69.49678692
450	69.46255267
451	69.43857203
452	69.38434939
453	69.33129331
454	69.29167489
455	69.2737455
456	69.22541899
457	69.19103037
458	69.15756702
459	69.13734464
460	69.12139794
461	69.09205589
462	69.08225472
463	69.031751
464	69.01638319
465	68.97903503
466	68.96145598
467	68.94500394
468	68.9010206
469	68.86035335
470	68.81489434
471	68.79297517
472	68.76705092
473	68.73324021
474	68.71387893
475	68.689921
476	68.65204008
477	68.62540589
478	68.60460302
479	68.56008578
480	68.5301759
481	68.51132658
482	68.49620885
483	68.48350186
484	68.47039517
485	68.42877183
486	68.41628182
487	68.37922985
488	68.34584788
489	68.29247959
490	68.27748952
491	68.24583851
492	68.20215001
493	68.17240746
494	68.13911529
495	68.11624
496	68.08219635
497	68.05376122
498	68.02810914
499	68.00063808
500	67.98977563
501	67.94653718
502	67.91397055
503	67.88044802
504	67.84782049
505	67.81900203
506	67.80323583
507	67.78414106
508	67.75242294
509	67.73374906
510	67.68588415
511	67.66209683
512	67.65265689
513	67.61916877
514	67.56645588
515	67.54090124
516	67.51309467
517	67.47920014
518	67.43286101
519	67.40287075
520	67.37323941
521	67.36355634
522	67.35014251
523	67.32706276
524	67.30525738
525	67.29583615
526	67.25719226
527	67.23105631
528	67.20222543
529	67.17402543
530	67.14103887
531	67.11766367
532	67.08985779
533	67.05455939
534	67.03308643
535	67.01612273
536	66.98140924
537	66.96511944
538	66.95130032
539	66.93055584
540	66.91580288
541	66.87819303
542	66.84141728
543	66.79943553
544	66.78644792
545	66.76034207
546	66.73606205
547	66.70886594
548	66.69936498
549	66.66991868
550	66.6604016
551	66.62306468
552	66.59220939
553	66.56859971
554	66.55704567
555	66.52783166
556	66.49192162
557	66.46356138
558	66.444077
559	66.42495919
560	66.39585314
561	66.3831462
562	66.35746273
563	66.3368146
564	66.31652517
565	66.29461534
566	66.27501643
567	66.24923287
568	66.20892664
569	66.18035184
570	66.15525026
571	66.14405533
572	66.13049381
573	66.1037058
574	66.09623843
575	66.08243361
576	66.05132112
577	66.03231103
578	66.00082791
579	65.97289368
580	65.96104486
581	65.94161725
582	65.9187673
583	65.89621693
584	65.87194588
585	65.84607602
586	65.82820711
587	65.8103528
588	65.78628236
589	65.75522476
590	65.72973707
591	65.70502819
592	65.6787006
593	65.66731699
594	65.64895048
595	65.62001817
596	65.59751699
597	65.58765644
598	65.58116965
599	65.54181343
600	65.53077699
601	65.51516757
602	65.50261407
603	65.48407356
604	65.45824038
605	65.44080728
606	65.41652031
607	65.40398989
608	65.36393922
609	65.35587796
610	65.34691244
611	65.3182355
612	65.2946414
613	65.26841347
614	65.24746542
615	65.22463419
616	65.20565067
617	65.17726282
618	65.15996443
619	65.12908795
620	65.08620129
621	65.06956472
622	65.05115891
623	65.02459104
624	65.00516336
625	64.99529275
626	64.96813686
627	64.95296233
628	64.93477194
629	64.91990676
630	64.91648949
631	64.89960157
632	64.88299923
633	64.83818918
634	64.80202231
635	64.79170565
636	64.77335928
637	64.7660484
638	64.75582448
639	64.74820628
640	64.7269473
641	64.69817618
642	64.67825859
643	64.63412931
644	64.60893442
645	64.57296242
646	64.5497025
647	64.53392186
648	64.51783171
649	64.49929481
650	64.47309133
651	64.43335438
652	64.39549071
653	64.38808892
654	64.37986787
655	64.34984684
656	64.33912755
657	64.31737068
658	64.28233964
659	64.26840779
660	64.24812774
661	64.21402763
662	64.19379869
663	64.16749694
664	64.14965479
665	64.13463285
666	64.1230142
667	64.10521504
668	64.07204962
669	64.03782752
670	64.00434417
671	63.98849406
672	63.9601639
673	63.93598717
674	63.92439486
675	63.90902117
676	63.8961395
677	63.87952148
678	63.8541868
679	63.83336775
680	63.82599384
681	63.80673867
682	63.77073205
683	63.76254851
684	63.735156
685	63.72132985
686	63.69322659
687	63.67690592
688	63.65168164
689	63.64093671
690	63.61508604
691	63.5955754
692	63.57028858
693	63.54688357
694	63.51784614
695	63.5104204
696	63.49038815
697	63.46311144
698	63.43717254
699	63.43062205
700	63.41030067
701	63.39708511
702	63.35776825
703	63.34289993
704	63.31199708
705	63.29303168
706	63.26682378
707	63.23410338
708	63.22758216
709	63.20917512
710	63.19263588
711	63.1600465
712	63.14985458
713	63.13572838
714	63.12141836
715	63.09217514
716	63.06038885
717	63.03952239
718	63.01112992
719	62.99975092
720	62.96844572
721	62.95558931
722	62.93384668
723	62.91738215
724	62.91166685
725	62.88811167
726	62.88254126
727	62.8719092
728	62.84967601
729	62.81637102
730	62.81094704
731	62.79171087
732	62.78157669
733	62.74612632
734	62.73025825
735	62.70377841
736	62.6987219
737	62.69277635
738	62.66317995
739	62.65147254
740	62.63315383
741	62.59166837
742	62.57416601
743	62.55150463
744	62.52375168
745	62.51144661
746	62.47774598
747	62.45558653
748	62.418304
749	62.39479474
750	62.3668316
751	62.35115646
752	62.33321637
753	62.31065934
754	62.28595885
755	62.26521955
756	62.25627339
757	62.23414642
758	62.22567117
759	62.22010189
760	62.19923412
761	62.18749219
762	62.16683203
763	62.13332674
764	62.09816866
765	62.08776587
766	62.07227153
767	62.05082989
768	62.02917602
769	62.00632492
770	61.99335958
771	61.96443609
772	61.94291458
773	61.91146901
774	61.89031091
775	61.87095486
776	61.85866348
777	61.84306983
778	61.82549092
779	61.82082659
780	61.8155325
781	61.80813953
782	61.77832321
783	61.76242017
784	61.74400404
785	61.72444207
786	61.69492754
787	61.6726477
788	61.66459746
789	61.64372495
790	61.63834606
791	61.62773396
792	61.61674044
793	61.58990902
794	61.57862068
795	61.5731803
796	61.55669123
797	61.52829485
798	61.50524875
799	61.47183086
800	61.44568998
801	61.42767537
802	61.4069003
803	61.38021601
804	61.34758165
805	61.32289324
806	61.30927237
807	61.28933497
808	61.27505984
809	61.25613243
810	61.23889534
811	61.2214379
812	61.19724821
813	61.18086476
814	61.15803876
815	61.15243564
816	61.13233356
817	61.10771685
818	61.08683031
819	61.05873737
820	61.03105716
821	61.00795127
822	60.99218247
823	60.97905191
824	60.95977287
825	60.93313446
826	60.92259728
827	60.91762036
828	60.89291994
829	60.88855567
830	60.87891954
831	60.85436441
832	60.82505696
833	60.80747794
834	60.79395978
835	60.77278242
836	60.76884196
837	60.74643612
838	60.74178663
839	60.71151402
840	60.69758123
841	60.69290034
842	60.67157762
843	60.63780909
844	60.61356789
845	60.6012992
846	60.58150465
847	60.54391698
848	60.5229075
849	60.50372419
850	60.49816184
851	60.46537257
852	60.43248906
853	60.40959585
854	60.4057164
855	60.39179029
856	60.36382222
857	60.35810082
858	60.34737014
859	60.33891023
860	60.33464976
861	60.33099368
862	60.32695482
863	60.31392828
864	60.30196808
865	60.28197385
866	60.27805489
867	60.2634347
868	60.24436945
869	60.21534279
870	60.2025106
871	60.18218579
872	60.17173021
873	60.14701568
874	60.12756851
875	60.1076336
876	60.08967037
877	60.06249824
878	60.03842396
879	60.01285831
880	59.98306592
881	59.95606021
882	59.9465203
883	59.91957946
884	59.9157688
885	59.8986394
886	59.8785818
887	59.85462265
888	59.83213042
889	59.82759603
890	59.8169251
891	59.80236762
892	59.79897596
893	59.78499442
894	59.77315471
895	59.74983248
896	59.73066123
897	59.72684057
898	59.7238279
899	59.71552408
900	59.69794098
901	59.68025205
902	59.66091885
903	59.63370746
904	59.62175649
905	59.59993479
906	59.57591228
907	59.56207409
908	59.5523581
909	59.53194149
910	59.50944404
911	59.48691877
912	59.46818088
913	59.44657558
914	59.42737789
915	59.4242363
916	59.4163167
917	59.40619073
918	59.39645487
919	59.37661275
920	59.36946589
921	59.36618003
922	59.34854545
923	59.3462319
924	59.33715313
925	59.32215329
926	59.2965315
927	59.27422872
928	59.24508708
929	59.22506423
930	59.21583252
931	59.19108909
932	59.17117992
933	59.14447256
934	59.12268727
935	59.09985012
936	59.07805
937	59.07306434
938	59.05139866
939	59.0306758
940	59.03059745
941	58.99589589
942	58.97973446
943	58.96168937
944	58.94205233
945	58.92779318
946	58.91081697
947	58.89343493
948	58.88889553
949	58.87708047
950	58.84476081
951	58.82546251
952	58.82228654
953	58.81178653
954	58.79062509
955	58.77224066
956	58.75233158
957	58.73869504
958	58.73024661
959	58.72708945
960	58.70109618
961	58.68102894
962	58.65765639
963	58.64010783
964	58.61938962
965	58.60134543
966	58.58637707
967	58.58108305
968	58.57811645
969	58.57379363
970	58.5543292
971	58.53627063
972	58.51002217
973	58.49546513
974	58.48518675
975	58.46883781
976	58.46640926
977	58.44983832
978	58.43657971
979	58.42318226
980	58.3926046
981	58.36373655
982	58.3560739
983	58.34643399
984	58.33002458
985	58.32081119
986	58.30005344
987	58.28528441
988	58.27062428
989	58.26228165
990	58.25998194
991	58.24325068
992	58.23359372
993	58.22420825
994	58.21742253
995	58.19646821
996	58.18019909
997	58.17127837
998	58.15281302
999	58.14955374
